Customer,Purchases,Sales,Months
1-1010359,1,348.6,0
1-1010360,1,244.8,0
1-1010362,1,254,0
1-1010363,1,384.8,0
1-1010366,1,267.2,0
1-1010368,1,148,0
1-1010369,1,148,0
1-1010370,1,450.8,0
1-1010371,1,368,0
1-1010372,1,556.8,0
1-1010373,1,299.6,0
1-1010374,1,271.6,0
1-1010376,1,118.8,0
1-1010377,1,98,0
1-1010378,1,285.6,0
1-1010381,1,733.6,0
1-1010382,1,78.6,0
1-1010385,1,128,0
1-1010386,1,199,0
1-1010387,1,368,0
1-1010388,1,254,0
1-1010390,1,1172,0
1-1010391,1,194,0
1-1010392,1,194,0
1-1010394,1,219.8,0
1-1010395,1,110.6,0
1-1010396,1,135.8,0
1-1010398,1,342.3,0
1-1010399,1,170.8,0
1-1010400,1,233.8,0
1-1010401,1,163.8,0
1-1010402,1,205.8,0
1-1010403,1,543,0
1-1010405,1,58.8,0
1-1010407,1,531.8,0
1-1010408,1,219.8,0
1-1010409,1,226.8,0
1-1010410,1,198.8,0
1-1010411,1,327.6,0
1-1010412,1,588,0
1-1010413,1,226.8,0
1-1010415,1,177.8,0
1-1010416,1,431.9,0
1-1010418,1,822,0
1-1010419,1,548,0
1-1010420,1,388,0
1-1010421,1,742,0
1-1010422,1,414,0
1-1010423,1,198.8,0
1-1010424,1,249,0
1-1010426,1,488,0
1-1010427,1,104,0
1-1010429,1,388,0
1-1010430,1,976,0
1-1010432,1,499,0
1-1010433,1,397.6,0
1-1010434,1,388,0
1-1010435,1,448,0
1-1010436,1,194,0
1-1010437,1,204,0
1-1010439,1,586,0
1-1010440,1,376.8,0
1-1010441,1,510.4,0
1-1010442,1,428,0
1-1010443,1,502.4,0
1-1010444,1,865.6,0
1-1010446,1,528,0
1-1010447,1,118.4,0
1-1010449,1,271.2,0
1-1010451,1,184.8,0
1-1010452,1,219.2,0
1-1010453,1,187.2,0
1-1010455,1,147.2,0
1-1010456,1,83.2,0
1-1010458,1,148.8,0
1-1010459,1,499.2,0
1-1010460,1,430.4,0
1-1010461,1,748,0
1-1010462,1,163.2,0
1-1010463,1,203.2,0
1-1010464,1,203.2,0
1-1010466,1,171.2,0
1-1010467,1,243.2,0
1-1010468,1,67.2,0
1-1010469,1,388,0
1-1010471,1,226.76,0
1-1010472,1,83.2,0
1-1010473,1,254.4,0
1-1010474,1,608,0
1-1010475,1,139.2,0
1-1010477,1,235.2,0
1-1010478,1,251.2,0
1-1010479,1,150.4,0
1-1010480,1,203.2,0
1-1010481,1,131.2,0
1-1010483,1,139.2,0
1-1010486,1,155.2,0
1-1010487,1,187.2,0
1-1010488,1,242.4,0
1-1010491,1,388,0
1-1010494,1,59.2,0
1-1010495,1,102.4,0
1-1010497,1,288,0
1-1010498,1,187.2,0
1-1010499,1,59.2,0
1-1010500,1,151.2,0
1-1010502,1,508,0
1-1010503,1,235.2,0
1-1010504,1,203.2,0
1-1010505,1,151.2,0
1-1010507,1,259.2,0
1-1010508,1,371.2,0
1-1010509,1,219.2,0
1-1010510,1,408,0
1-1010511,1,1056,0
1-1010512,1,280.8,0
1-1010513,1,234.4,0
1-1010518,1,498,0
1-1010519,1,352.8,0
1-1010520,1,244.8,0
1-1010522,1,308,0
1-1010523,1,187.2,0
1-1010524,1,280.8,0
1-1010526,1,663.6,0
1-1010527,1,79.2,0
1-1010528,1,663.6,0
1-1010529,1,364.8,0
1-1010530,1,235.2,0
1-1010532,1,371.2,0
1-1010533,1,448,0
1-1010534,1,538.2,0
1-1010535,1,83.2,0
1-1010536,1,408,0
1-1010537,1,528,0
1-1010538,1,147.2,0
1-1010540,1,147.2,0
1-1010542,1,528,0
1-1010543,1,280.8,0
1-1010544,1,678,0
1-1010545,1,528,0
1-1010546,1,9.6,0
1-1010547,1,195.2,0
1-1010548,1,126.4,0
1-1010549,1,163.2,0
1-1010550,1,259.2,0
1-1010551,1,196.8,0
1-1010553,1,454.4,0
1-1010554,1,408,0
1-1010555,1,204,0
1-1010557,1,378,0
1-1010558,1,416,0
1-1010559,1,608,0
1-1010561,1,280.8,0
1-1010562,1,368,0
1-1010563,1,388,0
1-1010564,1,771,0
1-1010566,1,531.2,0
1-1010567,1,224,0
1-1010568,1,288,0
1-1010571,1,195.2,0
1-1010572,1,235.2,0
1-1010573,1,508,0
1-1010574,1,408,0
1-1010576,1,163.2,0
1-1010577,1,254,0
1-1010580,1,174,0
1-1010581,1,732,0
1-1010582,1,824.8,0
1-1010584,1,254,0
1-1010585,1,462,0
1-1010586,1,304,0
1-1010587,1,660,0
1-1010588,1,408,0
1-1010589,1,528,0
1-1010590,1,204,0
1-1010591,1,194,0
1-1010593,1,808,0
1-1010594,1,308,0
1-1010595,1,234,0
1-1010596,1,234,0
1-1010597,1,416,0
1-1010598,1,76.8,0
1-1010602,1,40.6,0
1-1010606,1,292.8,0
1-1010608,1,254,0
1-1010609,1,98,0
1-1010610,1,304,0
1-1010611,1,204,0
1-1010613,1,528,0
1-1010615,1,916,0
1-1010616,1,288,0
1-1010617,1,1421,0
1-1010618,1,428,0
1-1010619,1,267.2,0
1-1010621,1,468,0
1-1010622,1,168,0
1-1010623,1,254,0
1-1010624,1,766,0
1-1010625,1,128,0
1-1010626,1,778,0
1-1010628,1,443,0
1-1010629,1,204,0
1-1010630,1,588,0
1-1010632,1,388,0
1-1010636,1,308,0
1-1010637,1,508,0
1-1010639,1,1404,0
1-1010640,1,254,0
1-1010641,1,688,0
1-1010642,1,76.8,0
1-1010643,1,288,0
1-1010644,1,492.8,0
1-1010646,1,408,0
1-1010648,1,508,0
1-1010650,1,194,0
1-1010651,1,468,0
1-1010652,1,608,0
1-1010653,1,468,0
1-1010654,1,256.8,0
1-1010655,1,432,0
1-1010656,1,68,0
1-1010657,1,468,0
1-1010658,1,597,0
1-1010660,1,288,0
1-1010661,1,408,0
1-1010662,1,288,0
1-1010663,1,308,0
1-1010665,1,428,0
1-1010666,1,976,0
1-1010667,1,408,0
1-1010668,1,572,0
1-1010669,1,348,0
1-1010670,1,498,0
1-1010671,1,232.8,0
1-1010673,1,1494,0
1-1010674,1,254,0
1-1010675,1,760,0
1-1010676,1,748,0
1-1010677,1,893,0
1-1010678,1,52,0
1-1010679,1,163.2,0
1-1010680,1,408,0
1-1010682,1,388,0
1-1010683,1,756,0
1-1010686,1,568,0
1-1010687,1,748,0
1-1010688,1,234,0
1-1010689,1,189,0
1-1010692,1,58,0
1-1010693,1,468,0
1-1010694,1,128,0
1-1010695,1,441.2,0
1-1010697,1,371.25,0
1-1010699,1,448,0
1-1010700,1,193,0
1-1010701,1,528,0
1-1010702,1,189,0
1-1010703,1,608,0
1-1010706,1,498,0
1-1010707,1,936,0
1-1010709,1,398,0
1-1010714,1,408,0
1-1010716,1,648,0
1-1010718,1,288,0
1-1010719,1,568,0
1-1010720,1,1114,0
1-1010722,1,508,0
1-1010725,1,1026,0
1-1010726,1,256.8,0
1-1010727,1,408,0
1-1010728,1,364.8,0
1-1010729,1,508,0
1-1010731,1,1078,0
1-1010735,1,978,0
1-1010736,1,388,0
1-1010737,1,726,0
1-1010738,1,148,0
1-1010739,1,232.8,0
1-1010740,1,468,0
1-1010741,1,408,0
1-1010742,1,251.2,0
1-1010743,1,288,0
1-1010745,1,408,0
1-1010746,1,280.8,0
1-1010747,1,428,0
1-1010748,1,1488.8,0
1-1010749,1,226.8,0
1-1010750,1,262.4,0
1-1010753,1,278.4,0
1-1010754,1,310.4,0
1-1010755,1,454.4,0
1-1010757,1,406.4,0
1-1010758,1,230.4,0
1-1010759,1,262.4,0
1-1010761,1,502.4,0
1-1010762,1,742.4,0
1-1010765,1,224.64,0
1-1010766,1,444.8,0
1-1010767,1,118.4,0
1-1010769,1,217.6,0
1-1010774,1,748,0
1-1010775,1,469.44,0
1-1010776,1,374.4,0
1-1010777,1,828,0
1-1010778,1,388,0
1-1010779,1,128,0
1-1010780,1,898,0
1-1010781,1,468,0
1-1010783,1,68,0
1-1010784,1,267.2,0
1-1010785,1,548,0
1-1010786,1,232.8,0
1-1010788,1,243.2,0
1-1010789,1,140,0
1-1010790,1,416,0
1-1010794,1,408,0
1-1010795,1,388,0
1-1010796,1,748,0
1-1010797,1,622,0
1-1010800,1,586,0
1-1010802,1,468,0
1-1010805,1,568,0
1-1010806,1,530.8,0
1-1010807,1,388,0
1-1010808,1,648,0
1-1010809,1,576,0
1-1010810,1,408,0
1-1010812,1,244.8,0
1-1010813,1,244.8,0
1-1010814,1,288,0
1-1010815,1,528,0
1-1010818,1,228,0
1-1010819,1,408,0
1-1010820,1,548,0
1-1010821,1,736,0
1-1010823,1,548,0
1-1010824,1,408,0
1-1010825,1,52,0
1-1010826,1,288,0
1-1010827,1,563,0
1-1010828,1,808,0
1-1010830,1,307.8,0
1-1010831,1,244.8,0
1-1010832,1,304.8,0
1-1010833,1,268,0
1-1010834,1,956,0
1-1010835,1,205.44,0
1-1010836,1,688.8,0
1-1010837,1,588,0
1-1010840,1,634.8,0
1-1010841,1,944,0
1-1010843,1,68,0
1-1010845,1,748.8,0
1-1010846,1,348.5,0
1-1010847,1,408,0
1-1010848,1,468,0
1-1010849,1,26,0
1-1010850,1,688.8,0
1-1010851,1,388,0
1-1010852,1,388,0
1-1010853,1,368,0
1-1010854,1,408,0
1-1010855,1,498,0
1-1010856,1,428,0
1-1010857,1,26,0
1-1010858,1,778,0
1-1010859,1,408,0
1-1010860,1,976,0
1-1010861,1,368,0
1-1010862,1,536,0
1-1010863,1,1224,0
1-1010864,1,508,0
1-1010865,1,736,0
1-1010866,1,1228,0
1-1010867,1,228,0
1-1010868,1,488,0
1-1010869,1,1078,0
1-1010870,1,298,0
1-1010874,1,208,0
1-1010875,1,388,0
1-1010878,1,596,0
1-1010879,1,468,0
1-1010880,1,546,0
1-1010881,1,1036,0
1-1010882,1,2856.8,0
1-1010883,1,328,0
1-1010884,1,348,0
1-1010885,1,116.4,0
1-1010886,1,367.2,0
1-1010887,1,364.8,0
1-1010888,1,608,0
1-1010890,1,26,0
1-1010891,1,508,0
1-1010892,1,468,0
1-1010893,1,900.8,0
1-1010894,1,608,0
1-1010895,1,224.64,0
1-1010896,1,678,0
1-1010897,1,503,0
1-1010898,1,352.8,0
1-1010899,1,568,0
1-1010900,1,488,0
1-1010901,1,408,0
1-1010902,1,508,0
1-1010903,1,561.6,0
1-1010904,1,328,0
1-1010905,1,856.8,0
1-1010908,1,2504,0
1-1010909,1,408,0
1-1010910,1,468,0
1-1010912,1,708,0
1-1010913,1,388,0
1-1010914,1,408,0
1-1010915,1,652.8,0
1-1010916,1,408,0
1-1010919,1,308,0
1-1010920,1,508,0
1-1010921,1,548,0
1-1010922,1,288,0
1-1010923,1,1156,0
1-1010924,1,468,0
1-1010925,1,423,0
1-1010926,1,508,0
1-1010927,1,408,0
1-1010928,1,623,0
1-1010929,1,588,0
1-1010931,1,328.8,0
1-1010934,1,54,0
1-1010936,1,523,0
1-1010937,1,2172,0
1-1010938,1,668,0
1-1010940,1,243.2,0
1-1010941,1,956,0
1-1010942,1,588,0
1-1010943,1,215.04,0
1-1010944,1,98,0
1-1010946,1,666,0
1-1010947,1,388,0
1-1010948,1,148,0
1-1010950,1,235.2,0
1-1010952,1,428,0
1-1010953,1,587.6,0
1-1010954,1,388,0
1-1010957,1,1322,0
1-1010958,1,137.28,0
1-1010961,1,396,0
1-1010964,1,244.8,0
1-1010966,1,205.44,0
1-1010967,1,588,0
1-1010968,1,578,0
1-1010969,1,308,0
1-1010972,1,388,0
1-1010973,1,508,0
1-1010974,1,609.6,0
1-1010975,1,428,0
1-1010976,1,508,0
1-1010977,1,798,0
1-1010978,1,456,0
1-1010982,1,475.2,0
1-1010983,1,508,0
1-1010985,1,348,0
1-1010986,1,568,0
1-1010987,1,368,0
1-1010989,1,348,0
1-1010990,1,488,0
1-1010992,1,294.4,0
1-1010993,1,508,0
1-1010995,1,408,0
1-1010996,1,408,0
1-1010997,1,668,0
1-1010998,1,388,0
1-1011000,1,1276,0
1-1011002,1,388,0
1-1011003,1,972.8,0
1-1011005,1,896,0
1-1011006,1,40,0
1-1011007,1,656,0
1-1011008,1,228,0
1-1011009,1,796,0
1-1011011,1,408,0
1-1011012,1,428,0
1-1011013,1,368,0
1-1011015,1,408,0
1-1011016,1,831,0
1-1011017,1,528,0
1-1011018,1,408,0
1-1011019,1,148,0
1-1011021,1,1031,0
1-1011022,1,508,0
1-1011023,1,523,0
1-1011024,1,568,0
1-1011026,1,686,0
1-1011027,1,30,0
1-1011028,1,508,0
1-1011029,1,608,0
1-1011032,1,408,0
1-1011033,1,328,0
1-1011035,1,288,0
1-1011037,1,1792,0
1-1011038,1,238.8,0
1-1011039,1,308,0
1-1011040,1,15,0
1-1011041,1,568,0
1-1011042,1,1116,0
1-1011044,1,378,0
1-1011045,1,508,0
1-1011046,1,536,0
1-1011047,1,508,0
1-1011049,1,816,0
1-1011050,1,1539.6,0
1-1011051,1,348,0
1-1011052,1,388,0
1-1011053,1,1660.8,0
1-1011054,1,224.64,0
1-1011055,1,228,0
1-1011056,1,244.8,0
1-1011057,1,408,0
1-1011058,1,348,0
1-1011060,1,280.8,0
1-1011061,1,928,0
1-1011062,1,98,0
1-1011064,1,428,0
1-1011065,1,996,0
1-1011067,1,256.8,0
1-1011068,1,298.8,0
1-1011069,1,280.8,0
1-1011070,1,280.8,0
1-1011072,1,408,0
1-1011074,1,486.8,0
1-1011075,1,346.8,0
1-1011076,1,98,0
1-1011077,1,148,0
1-1011078,1,776,0
1-1011079,1,280.8,0
1-1011080,1,24,0
1-1011081,1,796,0
1-1011082,1,304.8,0
1-1011083,1,388,0
1-1011084,1,80.8,0
1-1011086,1,822,0
1-1011087,1,388,0
1-1011089,1,348,0
1-1011090,1,492,0
1-1011091,1,628,0
1-1011093,1,304.8,0
1-1011094,1,368,0
1-1011095,1,413.2,0
1-1011096,1,421,0
1-1011098,1,428,0
1-1011101,1,978,0
1-1011102,1,708,0
1-1011103,1,508,0
1-1011104,1,374.4,0
1-1011105,1,408,0
1-1011106,1,348,0
1-1011107,1,588,0
1-1011109,1,468,0
1-1011113,1,508,0
1-1011114,1,379.2,0
1-1011116,1,546,0
1-1011117,1,408,0
1-1011119,1,428,0
1-1011120,1,406.8,0
1-1011123,1,756,0
1-1011124,1,256.8,0
1-1011125,1,348,0
1-1011128,1,308,0
1-1011129,1,170,0
1-1011130,1,208,0
1-1011133,1,172.8,0
1-1011136,1,444.8,0
1-1011137,1,364.8,0
1-1011138,1,368,0
1-1011139,1,348,0
1-1011140,1,326.4,0
1-1011148,1,678,0
1-1011149,1,388,0
1-1011150,1,285.6,0
1-1011151,1,388,0
1-1011152,1,397.6,0
1-1011153,1,388,0
1-1011154,1,508,0
1-1011155,1,388,0
1-1011156,1,184.8,0
1-1011157,1,355.6,0
1-1011158,1,388,0
1-1011159,1,408,0
1-1011160,1,388,0
1-1011161,1,516,0
1-1011162,1,454.4,0
1-1011163,1,383.6,0
1-1011164,1,716,0
1-1011165,1,668,0
1-1011166,1,355.6,0
1-1011167,1,327.6,0
1-1011168,1,355.6,0
1-1011169,1,285.6,0
1-1011171,1,1008,0
1-1011172,1,357.6,0
1-1011173,1,406.4,0
1-1011174,1,548,0
1-1011175,1,508,0
1-1011176,1,388,0
1-1011177,1,522,0
1-1011178,1,355.6,0
1-1011179,1,1008,0
1-1011180,1,308,0
1-1011183,1,468,0
1-1011184,1,408,0
1-1011185,1,355.6,0
1-1011186,1,388,0
1-1011187,1,348,0
1-1011188,1,379.2,0
1-1011189,1,543.2,0
1-1011190,1,421.2,0
1-1011191,1,468,0
1-1011193,1,1164,0
1-1011194,1,28,0
1-1011196,1,355.6,0
1-1011197,1,425.6,0
1-1011198,1,188,0
1-1011199,1,1008,0
1-1011200,1,494,0
1-1011201,1,896,0
1-1011202,1,299.6,0
1-1011203,1,578,0
1-1011205,1,548,0
1-1011206,1,408,0
1-1011208,1,186,0
1-1011209,1,406.4,0
1-1011210,1,628,0
1-1011214,1,369.6,0
1-1011215,1,304.8,0
1-1011216,1,243.6,0
1-1011217,1,339.6,0
1-1011218,1,368,0
1-1011219,1,610,0
1-1011220,1,50,0
1-1011221,1,285.6,0
1-1011222,1,243.6,0
1-1011223,1,58,0
1-1011224,1,328,0
1-1011225,1,511.2,0
1-1011227,1,288,0
1-1011230,1,548,0
1-1011231,1,638.4,0
1-1011232,1,1096,0
1-1011233,1,388,0
1-1011234,1,208,0
1-1011235,1,1008,0
1-1011236,1,388,0
1-1011237,1,588,0
1-1011238,1,396,0
1-1011239,1,408,0
1-1011240,1,454.4,0
1-1011241,1,408,0
1-1011242,1,0,0
1-1011243,1,436,0
1-1011244,1,548,0
1-1011245,1,428,0
1-1011246,1,4063.6,0
1-1011248,1,256.8,0
1-1011249,1,327.6,0
1-1011250,1,534,0
1-1011251,1,1169.6,0
1-1011253,1,299.6,0
1-1011254,1,598.4,0
1-1011255,1,588,0
1-1011256,1,508,0
1-1011257,1,907.2,0
1-1011258,1,922,0
1-1011259,1,1333.6,0
1-1011260,1,308,0
1-1011261,1,388,0
1-1011262,1,778,0
1-1011263,1,308,0
1-1011264,1,54.4,0
1-1011265,1,428,0
1-1011266,1,355.6,0
1-1011267,1,348.6,0
1-1011268,1,508,0
1-1011269,1,508,0
1-1011270,1,448,0
1-1011271,1,508,0
1-1011272,1,1056,0
1-1011274,1,549.6,0
1-1011275,1,244.8,0
1-1011277,1,597.6,0
1-1011279,1,396.8,0
1-1011280,1,256.8,0
1-1011281,1,224.64,0
1-1011282,1,352.8,0
1-1011283,1,208.8,0
1-1011284,1,364.8,0
1-1011286,1,220.8,0
1-1011287,1,304.8,0
1-1011288,1,340.8,0
1-1011289,1,340.8,0
1-1011290,1,220.8,0
1-1011292,1,288.8,0
1-1011293,1,524.16,0
1-1011294,1,364.8,0
1-1011295,1,208.8,0
1-1011296,1,22,0
1-1011297,1,292.8,0
1-1011298,1,304.8,0
1-1011299,1,292.8,0
1-1011300,1,408,0
1-1011301,1,748,0
1-1011302,1,408,0
1-1011303,1,208.8,0
1-1011307,1,184.8,0
1-1011308,1,388,0
1-1011309,1,578,0
1-1011310,1,244.8,0
1-1011311,1,468,0
1-1011312,1,340.8,0
1-1011313,1,1096,0
1-1011314,1,604.8,0
1-1011315,1,856,0
1-1011317,1,536,0
1-1011318,1,836,0
1-1011320,1,508,0
1-1011323,1,978,0
1-1011324,1,348,0
1-1011325,1,484.8,0
1-1011327,1,388,0
1-1011328,1,936,0
1-1011329,1,428,0
1-1011330,1,428,0
1-1011332,1,408,0
2-1000235,1,568,0
2-1000236,1,308,0
2-1000237,1,1501.2,0
2-1000238,1,628,0
2-1000239,1,753,0
2-1000241,1,1164,0
2-1000242,1,616,0
2-1000244,1,20,0
2-1000245,1,828,0
2-1000247,1,383,0
2-1000248,1,408,0
2-1000250,1,408,0
2-1000251,1,408,0
2-1000252,1,3047.48,0
2-1000253,1,989,0
2-1000254,1,347.8,0
2-1000255,1,328,0
2-1000256,1,623,0
2-1000257,1,328,0
2-1000258,1,428,0
2-1000259,1,328,0
2-1000263,1,248,0
2-1000264,1,3911,0
2-1000265,1,408,0
2-1000266,1,568,0
2-1000267,1,428,0
2-1000268,1,1181,0
2-1000269,1,368,0
2-1000270,1,996,0
2-1000271,1,90,0
2-1000272,1,453,0
2-1000273,1,388,0
2-1000274,1,443,0
2-1000276,1,563,0
2-1000277,1,308,0
2-1000278,1,608,0
2-1000279,1,428,0
2-1000281,1,448,0
2-1000283,1,623,0
2-1000284,1,348,0
2-1000285,1,194,0
2-1000286,1,408,0
2-1000288,1,248,0
2-1000291,1,348,0
2-1000292,1,516,0
2-1000295,1,118,0
2-1000296,1,408,0
2-1000298,1,328,0
2-1000300,1,721,0
2-1000301,1,348,0
2-1000303,1,194,0
2-1000304,1,328,0
2-1000305,1,562,0
2-1000306,1,613,0
2-1000308,1,448,0
2-1000310,1,508,0
2-1000311,1,328,0
2-1000312,1,343,0
2-1000315,1,38,0
2-1000317,1,194,0
2-1000318,1,188,0
2-1000320,1,0,0
2-1000321,1,308,0
2-1000322,1,553,0
2-1000324,1,458,0
2-1000325,1,603,0
2-1000327,1,308,0
2-1000330,1,448,0
2-1000337,1,254,0
2-1000341,1,368,0
2-1000343,1,408,0
2-1000346,1,408,0
2-1000347,1,328,0
2-1000348,1,1288,0
2-1000349,1,204,0
2-1000351,1,292.6,0
2-1000352,1,194,0
2-1000353,1,388,0
2-1000354,1,836,0
2-1000356,1,1304,0
2-1000357,1,816,0
2-1000359,1,428,0
2-1000360,1,488,0
2-1000363,1,929,0
2-1000364,1,906,0
2-1000365,1,676,0
2-1000366,1,178,0
2-1000367,1,588,0
2-1000368,1,743,0
2-1000370,1,346.8,0
2-1000372,1,1421,0
2-1000375,1,673,0
2-1000377,1,406,0
2-1000379,1,343,0
2-1000381,1,95,0
2-1000382,1,308,0
2-1000383,1,328,0
2-1000384,1,388,0
2-1000385,1,488,0
2-1000386,1,533,0
2-1000387,1,628,0
2-1000388,1,521,0
2-1000389,1,428,0
2-1000391,1,668,0
2-1000395,1,388,0
2-1000398,1,616,0
2-1000399,1,132,0
2-1000400,1,188,0
2-1000401,1,488,0
2-1000402,1,148,0
2-1000403,1,324,0
2-1000406,1,653,0
2-1000407,1,428,0
2-1000408,1,1156,0
2-1000409,1,25,0
2-1000410,1,648,0
2-1000412,1,308,0
2-1000413,1,1144,0
2-1000414,1,828,0
2-1000415,1,453,0
2-1000420,1,388,0
2-1000421,1,648,0
2-1000422,1,683,0
2-1000423,1,358.8,0
2-1000425,1,653,0
2-1000427,1,368,0
2-1000428,1,548,0
2-1000430,1,548,0
2-1000431,1,408,0
2-1000433,1,168,0
2-1000434,1,428,0
2-1000436,1,328,0
2-1000437,1,558,0
2-1000439,1,2196,0
2-1000440,1,1914,0
2-1000441,1,328,0
2-1000442,1,453,0
2-1000443,1,548,0
2-1000444,1,498,0
2-1000445,1,448,0
2-1000446,1,628,0
2-1000448,1,383,0
2-1000449,1,528,0
2-1000450,1,428,0
2-1000451,1,488,0
2-1000452,1,588,0
2-1000453,1,903,0
2-1000454,1,388,0
2-1000457,1,311,0
2-1000458,1,326,0
2-1000459,1,736,0
2-1000463,1,468,0
2-1000464,1,492,0
2-1000465,1,676,0
2-1000467,1,628,0
2-1000468,1,408,0
2-1000469,1,1216,0
2-1000470,1,537,0
2-1000471,1,1927,0
2-1000472,1,1516,0
2-1000473,1,896,0
2-1000474,1,911,0
2-1000475,1,343,0
2-1000477,1,503,0
2-1000480,1,311,0
2-1000481,1,431,0
2-1000484,1,428,0
2-1000486,1,831,0
2-1000487,1,528,0
2-1000488,1,428,0
2-1000489,1,633,0
2-1000490,1,308,0
2-1000491,1,288,0
2-1000495,1,668,0
2-1000497,1,408,0
2-1000498,1,428,0
2-1000499,1,443,0
2-1000500,1,996,0
2-1000501,1,348,0
2-1000503,1,508,0
2-1000504,1,547.8,0
2-1000505,1,668,0
2-1000506,1,648,0
2-1000507,1,503,0
2-1000508,1,413,0
2-1000511,1,568,0
2-1000512,1,1142,0
2-1000513,1,593,0
2-1000514,1,348,0
2-1000518,1,608,0
2-1000519,1,408,0
2-1000520,1,408,0
2-1000521,1,428,0
2-1000522,1,408,0
2-1000523,1,155,0
2-1000524,1,723,0
2-1000525,1,2007,0
2-1000527,1,367.2,0
2-1000529,1,816,0
2-1000532,1,796,0
2-1000535,1,453,0
2-1000536,1,388,0
2-1000538,1,1624,0
2-1000539,1,948,0
2-1000541,1,668,0
2-1000544,1,936,0
2-1000545,1,1096,0
2-1000546,1,468,0
2-1000547,1,264,0
2-1000548,1,308,0
2-1000549,1,722,0
2-1000550,1,563,0
2-1000551,1,83,0
2-1000554,1,628,0
2-1000555,1,388,0
2-1000556,1,794,0
2-1000557,1,468,0
2-1000558,1,468,0
2-1000560,1,996,0
2-1000561,1,448,0
2-1000562,1,29.97,0
2-1000564,1,428,0
2-1000565,1,328,0
2-1000566,1,548,0
2-1000567,1,428,0
2-1000568,1,468,0
2-1000570,1,453,0
2-1000571,1,568,0
2-1000572,1,428,0
2-1000573,1,636,0
2-1000574,1,548,0
2-1000575,1,194,0
2-1000576,1,2096.97,0
2-1000577,1,428,0
2-1000581,1,498,0
2-1000582,1,348,0
2-1000583,1,363,0
2-1000584,1,648,0
2-1000586,1,563,0
2-1000587,1,788,0
2-1000588,1,368,0
2-1000589,1,253,0
2-1000592,1,403,0
2-1000593,1,228,0
2-1000594,1,488,0
2-1000595,1,613,0
2-1000597,1,492,0
2-1000598,1,38,0
2-1000600,1,408,0
2-1000601,1,162.8,0
2-1000603,1,185,0
2-1000604,1,368,0
2-1000606,1,399,0
2-1000607,1,1569,0
2-1000608,1,177.8,0
2-1000611,1,134,0
2-1000612,1,513,0
2-1000613,1,981,0
2-1000614,1,736,0
2-1000615,1,463,0
2-1000618,1,368,0
2-1000619,1,448,0
2-1000622,1,996,0
2-1000623,1,388,0
2-1000624,1,462,0
2-1000626,1,368,0
2-1000627,1,244,0
2-1000628,1,983.6,0
2-1000631,1,154,0
2-1000632,1,1484,0
2-1000634,1,328,0
2-1000635,1,184,0
2-1000636,1,426,0
2-1000637,1,208,0
2-1000638,1,508,0
2-1000639,1,388,0
2-1000640,1,463,0
2-1000643,1,274,0
2-1000644,1,538,0
2-1000646,1,538,0
2-1000648,1,308,0
2-1000649,1,368,0
2-1000651,1,328,0
2-1000652,1,1124,0
2-1000654,1,188,0
2-1000655,1,568,0
2-1000656,1,736,0
2-1000657,1,184,0
2-1000659,1,503,0
2-1000660,1,463,0
2-1000661,1,416,0
2-1000665,1,103,0
2-1000668,1,473,0
2-1000669,1,408,0
2-1000670,1,1010,0
2-1000671,1,308,0
2-1000672,1,308,0
2-1000676,1,448,0
2-1000678,1,2082,0
2-1000679,1,771.75,0
2-1000680,1,408,0
2-1000682,1,468,0
2-1000684,1,708,0
2-1000685,1,643,0
2-1000687,1,428,0
2-1000689,1,548,0
2-1000690,1,328,0
2-1000691,1,482,0
2-1000692,1,388,0
2-1000693,1,433,0
2-1000694,1,348,0
2-1000695,1,308,0
2-1000697,1,1784,0
2-1000699,1,343,0
2-1000700,1,328,0
2-1000701,1,656,0
2-1000702,1,642,0
2-1000703,1,428,0
2-1000704,1,388,0
2-1000706,1,428,0
2-1000707,1,708,0
2-1000708,1,528,0
2-1000710,1,1330,0
2-1000711,1,956,0
2-1000712,1,448,0
2-1000713,1,888.8,0
2-1000714,1,756,0
2-1000716,1,548,0
2-1000717,1,713,0
2-1000718,1,568,0
2-1000719,1,398,0
2-1000720,1,408,0
2-1000721,1,562,0
2-1000722,1,308,0
2-1000723,1,164,0
2-1000724,1,128,0
2-1000725,1,408,0
2-1000726,1,990,0
2-1000727,1,673,0
2-1000728,1,568,0
2-1000730,1,493,0
2-1000731,1,194,0
2-1000732,1,194,0
2-1000733,1,568,0
2-1000734,1,668,0
2-1000735,1,184,0
2-1000736,1,194,0
2-1000737,1,318,0
2-1000738,1,328,0
2-1000739,1,956,0
2-1000740,1,406,0
2-1000741,1,468,0
2-1000742,1,154,0
2-1000743,1,358,0
2-1000745,1,328,0
2-1000748,1,388,0
2-1000749,1,164,0
2-1000750,1,204,0
2-1000751,1,154,0
2-1000752,1,723,0
2-1000753,1,628,0
2-1000755,1,876,0
2-1000756,1,2754,0
2-1000757,1,184,0
2-1000758,1,453,0
2-1000760,1,661,0
2-1000761,1,428,0
2-1000762,1,65,0
2-1000764,1,405.2,0
2-1000765,1,876,0
2-1000766,1,154,0
2-1000768,1,428,0
2-1000769,1,388,0
2-1000771,1,190,0
2-1000772,1,693,0
2-1000774,1,194,0
2-1000776,1,184,0
2-1000777,1,1036,0
2-1000779,1,174,0
2-1000780,1,324,0
2-1000782,1,968,0
